path,quality_score
8/2.bmp,62.09829196311338
8/9.bmp,48.41811151388728
8/8.bmp,52.019777736259215
8/4.bmp,59.24585907386589
8/5.bmp,56.71971667923563
8/10.bmp,46.04339190424068
8/7.bmp,54.97871698170454
8/6.bmp,54.547497882077465
8/3.bmp,60.56484239417236
8/1.bmp,62.14693837917312
4/2.bmp,61.874035022212894
4/9.bmp,60.88399552491822
4/8.bmp,59.658479982045634
4/4.bmp,57.80468291977846
4/5.bmp,55.56454936356428
4/10.bmp,60.71402141475366
4/7.bmp,56.135828039213976
4/6.bmp,54.11565052336536
4/3.bmp,60.9499772922928
4/1.bmp,60.59197912583531
10/2.bmp,60.14606118025253
10/9.bmp,57.62699498703742
10/8.bmp,53.21890931083763
10/4.bmp,60.03223839780199
10/5.bmp,59.5485346467955
10/10.bmp,58.2432660576998
10/7.bmp,55.80225656100836
10/6.bmp,58.32705613997544
10/3.bmp,60.34701053618082
10/1.bmp,58.95339725887695
1/2.bmp,68.2606387092064
1/9.bmp,68.2143090741649
1/8.bmp,65.33701587775911
1/4.bmp,65.33787972588888
1/5.bmp,63.677731370319776
1/10.bmp,67.71530605267415
1/7.bmp,63.06089551010345
1/6.bmp,60.93406879814225
1/3.bmp,68.15464379645701
1/1.bmp,66.8733475361756
6/2.bmp,59.15526124031189
6/9.bmp,55.27685641139047
6/8.bmp,58.46848561605046
6/4.bmp,58.67690995969659
6/5.bmp,59.32284433112156
6/10.bmp,59.008066667245004
6/7.bmp,60.398244766926126
6/6.bmp,60.30555653652712
6/3.bmp,59.47552765380598
6/1.bmp,58.2931286864567
5/2.bmp,60.560846790606746
5/9.bmp,62.34651815705266
5/8.bmp,57.74559690543131
5/4.bmp,60.184916861648304
5/5.bmp,60.490601082568645
5/10.bmp,59.419784480964864
5/7.bmp,60.22198662362612
5/6.bmp,60.00064576634193
5/3.bmp,59.91346549522123
5/1.bmp,60.85383983929373
9/2.bmp,63.48113639442013
9/9.bmp,59.165067267964645
9/8.bmp,52.639760794716125
9/4.bmp,62.440422806277155
9/5.bmp,60.72263228680825
9/10.bmp,61.507789767828655
9/7.bmp,48.161619208045835
9/6.bmp,57.18317589745382
9/3.bmp,61.59287268816141
9/1.bmp,63.22299741624627
2/2.bmp,55.04669301693664
2/9.bmp,53.27836848446398
2/8.bmp,51.22945025399977
2/4.bmp,57.43410266614782
2/5.bmp,54.392837314393915
2/10.bmp,55.627295550303785
2/7.bmp,54.2035928814216
2/6.bmp,55.99995317065182
2/3.bmp,55.74824711286013
2/1.bmp,57.59296190852487
7/2.bmp,55.895811658081556
7/9.bmp,61.442544469024966
7/8.bmp,61.357526910284975
7/4.bmp,55.92351891897462
7/5.bmp,55.236019512953845
7/10.bmp,61.670211006539716
7/7.bmp,60.423474984646674
7/6.bmp,57.1328726657878
7/3.bmp,55.274297433665
7/1.bmp,55.45236269511267
3/2.bmp,57.32487956104805
3/9.bmp,62.84651887223802
3/8.bmp,60.32515206483052
3/4.bmp,56.98316324798188
3/5.bmp,57.789127233430435
3/10.bmp,62.61398864668857
3/7.bmp,60.77562083066195
3/6.bmp,59.563471366584594
3/3.bmp,57.145278675591584
3/1.bmp,57.60041284532841
